Sound Suppressor (.338, Green);CommonItem;muzzle_snds_338_green_secondary;10;N/A;N/A;N/A;
Sound Suppressor (.338, Sand);CommonItem;muzzle_snds_338_sand_secondary;10;N/A;N/A;N/A;
Sound Suppressor (9.3mm, Black);CommonItem;muzzle_snds_93mmg_secondary;12;N/A;N/A;N/A;
Sound Suppressor (9.3mm, Tan);CommonItem;muzzle_snds_93mmg_tan_secondary;12;N/A;N/A;N/A;
Stealth Sound Suppressor (6.5 mm, Black);CommonItem;muzzle_snds_65_TI_blk_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (6.5 mm, Hex);CommonItem;muzzle_snds_65_TI_hex_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (6.5 mm, Green Hex);CommonItem;muzzle_snds_65_TI_ghex_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (5.8 mm, Black);CommonItem;muzzle_snds_58_blk_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (5.8 mm, Green Hex);CommonItem;muzzle_snds_58_wdm_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (5.8 mm, Green Hex);CommonItem;muzzle_snds_58_ghex_F_secondary;8;N/A;N/A;N/A;
Stealth Sound Suppressor (5.8 mm, Hex);CommonItem;muzzle_snds_58_hex_F_secondary;8;N/A;N/A;N/A;
Sound Suppressor (7.62Â mm);CommonItem;muzzle_snds_b_secondary;12;N/A;N/A;N/A;
Bipod (Sand) [NATO];CommonItem;bipod_01_f_snd_secondary;10;N/A;N/A;N/A;
Bipod (Black) [NATO];CommonItem;bipod_01_f_blk_secondary;10;N/A;N/A;N/A;
Bipod (MTP) [NATO];CommonItem;bipod_01_f_mtp_secondary;10;N/A;N/A;N/A;
Bipod (Khaki) [NATO];CommonItem;bipod_01_f_khk_secondary;10;N/A;N/A;N/A;
Bipod (Black) [CSAT];CommonItem;bipod_02_f_blk_secondary;10;N/A;N/A;N/A;
Bipod (Tan) [CSAT];CommonItem;bipod_02_f_tan_secondary;10;N/A;N/A;N/A;
Bipod (Hex) [CSAT];CommonItem;bipod_02_f_hex_secondary;10;N/A;N/A;N/A;
Bipod (Black) [AAF];CommonItem;bipod_03_f_blk_secondary;10;N/A;N/A;N/A;
Bipod (Olive) [AAF];CommonItem;bipod_03_f_oli_secondary;10;N/A;N/A;N/A;
QD .300BLK Suppressor;CommonItem;hlc_muzzle_300blk_kac_secondary;8;N/A;N/A;N/A;
Gemtech Halo 5.56mm Suppressor;CommonItem;hlc_muzzle_556nato_kac_secondary;8;N/A;N/A;N/A;
Gemtech Tundra (9mm);CommonItem;hlc_muzzle_tundra_secondary;5;N/A;N/A;N/A;
SilencerCo Octane9 (9mm);CommonItem;hlc_muzzle_octane9_secondary;10;N/A;N/A;N/A;
AAC Evolution9 (9mm);CommonItem;hlc_muzzle_evo9_secondary;10;N/A;N/A;N/A;
AAC Ti-Rant9 (9mm);CommonItem;hlc_muzzle_tirant9_secondary;10;N/A;N/A;N/A;
AAC Ti-Rant9S (9mm);CommonItem;hlc_muzzle_tirant9s_secondary;10;N/A;N/A;N/A;
SilencerCo Octane (.45ACP);CommonItem;hlc_muzzle_octane45_secondary;10;N/A;N/A;N/A;
AAC Evolution (.40SW);CommonItem;hlc_muzzle_evo40_secondary;10;N/A;N/A;N/A;
MAG58 Flash Hider;CommonItem;hlc_muzzle_mag58_brake_secondary;1;N/A;N/A;N/A;
Apology to Squantoon;CommonItem;hlc_muzzle_apology_secondary;1;N/A;N/A;N/A;
PBS4 Suppressor;CommonItem;hlc_muzzle_545sup_ak_secondary;12;N/A;N/A;N/A;
PBS1 Suppressor;CommonItem;hlc_muzzle_762sup_ak_secondary;12;N/A;N/A;N/A;
Honeybadger Suppressor;CommonItem;muzzle_hbadger_secondary;11;N/A;N/A;N/A;
AWC Agenda Six (AUG-Thread);CommonItem;hlc_muzzle_snds_a6aug_secondary;10;N/A;N/A;N/A;
AWC Agenda Six (9mm);CommonItem;hlc_muzzle_agendasix_secondary;11;N/A;N/A;N/A;
AWC Agenda Six (10mm);CommonItem;hlc_muzzle_agendasix10mm_secondary;11;N/A;N/A;N/A;
UTG Lightweight;CommonItem;hlc_bipod_utgshooters_secondary;10;N/A;N/A;N/A;
G36 Bipod;CommonItem;hlc_bipod_g36_secondary;10;N/A;N/A;N/A;
TGP-A;CommonItem;rhs_silencer_base_secondary;7;N/A;N/A;N/A;
TGP-A;CommonItem;rhs_acc_tgpa_secondary;7;N/A;N/A;N/A;
PBS-1;CommonItem;rhs_acc_pbs1_secondary;7;N/A;N/A;N/A;
TGP-V;CommonItem;rhs_acc_tgpv_secondary;7;N/A;N/A;N/A;
TGP-V2;CommonItem;rhs_acc_tgpv2_secondary;7;N/A;N/A;N/A;
DTK-4 (5.45);CommonItem;rhs_acc_dtk4short_secondary;7;N/A;N/A;N/A;
DTK-4 (7.62);CommonItem;rhs_acc_dtk4long_secondary;7;N/A;N/A;N/A;
DTK-4 (7.62)Ðœ;CommonItem;rhs_acc_dtk4screws_secondary;7;N/A;N/A;N/A;
PBS-4;CommonItem;rhs_acc_pbs4_secondary;7;N/A;N/A;N/A;
6P9 Supressor;CommonItem;rhs_acc_6p9_suppressor_secondary;7;N/A;N/A;N/A;
DTK-3;CommonItem;rhs_acc_dtk3_secondary;5;N/A;N/A;N/A;
DTK;CommonItem;rhs_acc_dtk_secondary;5;N/A;N/A;N/A;
DTK;CommonItem;rhs_acc_dtkakm_secondary;5;N/A;N/A;N/A;
DTK (1983);CommonItem;rhs_acc_dtk1983_secondary;5;N/A;N/A;N/A;
DTK-1;CommonItem;rhs_acc_dtk1_secondary;5;N/A;N/A;N/A;
DÐ¢Ðš-1L;CommonItem;rhs_acc_dtk1l_secondary;5;N/A;N/A;N/A;
DTK-1P;CommonItem;rhs_acc_dtk1p_secondary;5;N/A;N/A;N/A;
DTK-2;CommonItem;rhs_acc_dtk2_secondary;5;N/A;N/A;N/A;
AK74M UKK;CommonItem;rhs_acc_uuk_secondary;5;N/A;N/A;N/A;
DPM-AK-5;CommonItem;rhs_acc_ak5_secondary;5;N/A;N/A;N/A;
PG S64;CommonItem;rhs_acc_pgs64_secondary;5;N/A;N/A;N/A;
PG S64;CommonItem;rhs_acc_pgs64_74u_secondary;5;N/A;N/A;N/A;
PG S64;CommonItem;rhs_acc_pgs64_74un_secondary;5;N/A;N/A;N/A;
Sound Suppressor (6.5Â mm);CommonItem;rhsgref_silencer_base_secondary;7;N/A;N/A;N/A;
AACÂ SDN6Â 7.62Â Suppressor;CommonItem;rhsgref_sdn6_suppressor_secondary;7;N/A;N/A;N/A;
ZendlÂ compensator;CommonItem;rhsgref_acc_zendl_secondary;5;N/A;N/A;N/A;
TiTan;CommonItem;rhsusf_silencer_base_secondary;7;N/A;N/A;N/A;
TiTan;CommonItem;rhsusf_acc_m2010s_secondary;7;N/A;N/A;N/A;
TiTan (Desert);CommonItem;rhsusf_acc_m2010s_d_secondary;7;N/A;N/A;N/A;
TiTan (Semi-arid);CommonItem;rhsusf_acc_m2010s_sa_secondary;7;N/A;N/A;N/A;
TiTan (Woodland);CommonItem;rhsusf_acc_m2010s_wd_secondary;7;N/A;N/A;N/A;
SR-25 Rifle Suppressor;CommonItem;rhsusf_acc_sr25s_secondary;7;N/A;N/A;N/A;
SR-25 Rifle Suppressor (Woodland);CommonItem;rhsusf_acc_sr25s_wd_secondary;7;N/A;N/A;N/A;
SR-25 Rifle Suppressor (Desert);CommonItem;rhsusf_acc_sr25s_d_secondary;7;N/A;N/A;N/A;
Rotex-5 (Grey);CommonItem;rhsusf_acc_rotex5_grey_secondary;7;N/A;N/A;N/A;
Rotex-5 (Tan);CommonItem;rhsusf_acc_rotex5_tan_secondary;7;N/A;N/A;N/A;
NT4 QDSS (Black);CommonItem;rhsusf_acc_nt4_black_secondary;7;N/A;N/A;N/A;
NT4 QDSS (Tan);CommonItem;rhsusf_acc_nt4_tan_secondary;7;N/A;N/A;N/A;
SILENCERCO OMEGA 9K;CommonItem;rhsusf_acc_omega9k_secondary;7;N/A;N/A;N/A;
Rotex-II (Black);CommonItem;rhsusf_acc_rotex_mp7_secondary;7;N/A;N/A;N/A;
Rotex-II (AOR1);CommonItem;rhsusf_acc_rotex_mp7_aor1_secondary;7;N/A;N/A;N/A;
Rotex-II (Winter);CommonItem;rhsusf_acc_rotex_mp7_winter_secondary;7;N/A;N/A;N/A;
Rotex-II (Desert);CommonItem;rhsusf_acc_rotex_mp7_desert_secondary;7;N/A;N/A;N/A;
TiTan;CommonItem;rhsusf_m4muzzlebreak_base_secondary;7;N/A;N/A;N/A;
SF3P-556-1/2-28;CommonItem;rhsusf_acc_sf3p556_secondary;7;N/A;N/A;N/A;
SFMB-556-1/2-28;CommonItem;rhsusf_acc_sfmb556_secondary;7;N/A;N/A;N/A;
ARDEC 4-Prong;CommonItem;rhsusf_acc_ardec_m240_secondary;7;N/A;N/A;N/A;
Harris Bipod;CommonItem;rhs_acc_harris_swivel_secondary;10;N/A;N/A;N/A;
RK-2;CommonItem;rhs_acc_grip_rk2_secondary;10;N/A;N/A;N/A;
RK-6;CommonItem;rhs_acc_grip_rk6_secondary;10;N/A;N/A;N/A;
FFG-2;CommonItem;rhs_acc_grip_ffg2_secondary;10;N/A;N/A;N/A;
Harris Bipod;CommonItem;rhsusf_acc_harris_bipod_secondary;10;N/A;N/A;N/A;
Harris Bipod;CommonItem;rhsusf_acc_harris_swivel_secondary;10;N/A;N/A;N/A;
Grip Pod;CommonItem;rhsusf_acc_grip1_secondary;10;N/A;N/A;N/A;
AFG Grip;CommonItem;rhsusf_acc_grip2_secondary;10;N/A;N/A;N/A;
AFG Grip (Tan);CommonItem;rhsusf_acc_grip2_tan_secondary;10;N/A;N/A;N/A;
AFG Grip (Woodland);CommonItem;rhsusf_acc_grip2_wd_secondary;10;N/A;N/A;N/A;
TD Vertical Grip;CommonItem;rhsusf_acc_grip3_secondary;10;N/A;N/A;N/A;
TD Vertical Grip (Tan);CommonItem;rhsusf_acc_grip3_tan_secondary;10;N/A;N/A;N/A;
SAW Grip;CommonItem;rhsusf_acc_grip4_secondary;10;N/A;N/A;N/A;
Muzzle Brake (.338);CommonItem;bnae_muzzle_base_secondary;5;N/A;N/A;N/A;
Muzzle Brake (.338);CommonItem;bnae_muzzle_blk_virtual_secondary;5;N/A;N/A;N/A;
Muzzle Brake (.338, Sand);CommonItem;bnae_muzzle_snd_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor (.338, Black);CommonItem;bnae_silencer_base_secondary;5;N/A;N/A;N/A;
Sound Suppressor (.338, Black);CommonItem;bnae_silencer_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor (Black);CommonItem;bnae_suppressor_base_secondary;5;N/A;N/A;N/A;
Sound Suppressor (Black);CommonItem;bnae_suppressor_blk_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor (Cover, Black);CommonItem;bnae_suppressor_covblk_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor (Cover, Desert);CommonItem;bnae_suppressor_covdrt_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor (7.62, Black);CommonItem;bnae_suppressor_v2_base_secondary;5;N/A;N/A;N/A;
Sound Suppressor (7.62, Black);CommonItem;bnae_suppressor_v2_virtual_secondary;5;N/A;N/A;N/A;
Sound Suppressor .45 ACP (Black);CommonItem;bnae_suppressor_v3_base_secondary;5;N/A;N/A;N/A;
Sound Suppressor .45 ACP (Black);CommonItem;bnae_suppressor_v3_virtual_secondary;5;N/A;N/A;N/A;
Silencer .45 ACP (Black);CommonItem;bnae_suppressor_v4_base_secondary;5;N/A;N/A;N/A;
Silencer .45 ACP (Black);CommonItem;bnae_suppressor_v4_virtual_secondary;5;N/A;N/A;N/A;
Bipod;CommonItem;bnae_bipod_base_secondary;5;N/A;N/A;N/A;
Bipod (Black);CommonItem;bnae_bipod_blk_virtual_secondary;5;N/A;N/A;N/A;
Bipod (Sand);CommonItem;bnae_bipod_snd_virtual_secondary;5;N/A;N/A;N/A;
Bipod TRG-42 (Black);CommonItem;bnae_bipod_v2_base_secondary;10;N/A;N/A;N/A;
Bipod TRG-42 (Black);CommonItem;bnae_bipod_v2_virtual_secondary;10;N/A;N/A;N/A;
Sound Suppressor (5.7 mm);CommonItem;muzzle_snds_570_secondary;10;N/A;N/A;N/A;
M393 Suppressor;CommonItem;optre_m393_suppressor_secondary;5;N/A;N/A;N/A;
M6 Series Suppressor;CommonItem;optre_m6_silencer_secondary;1;N/A;N/A;N/A;
M6C Compensator;CommonItem;optre_m6c_compensator_secondary;1;N/A;N/A;N/A;
M7 SS-M 49 Suppressor;CommonItem;optre_m7_silencer_secondary;1;N/A;N/A;N/A;
SRS99D Suppressor;CommonItem;optre_srs99d_suppressor_secondary;1;N/A;N/A;N/A;
PBS-4 silencer;CommonItem;cup_muzzle_pbs4_secondary;5;N/A;N/A;N/A;
PB 6P9 silencer;CommonItem;cup_muzzle_pb6p9_secondary;5;N/A;N/A;N/A;
PBS-1 Silencer;CommonItem;cup_muzzle_bizon_secondary;5;N/A;N/A;N/A;
Silencer (M9);CommonItem;cup_muzzle_snds_m9_secondary;5;N/A;N/A;N/A;
Silencer (MicroUZI);CommonItem;cup_muzzle_snds_microuzi_secondary;5;N/A;N/A;N/A;
Silencer L115A1/AWM;CommonItem;cup_muzzle_snds_awm_secondary;12;N/A;N/A;N/A;
G36 Silencer (Black);CommonItem;cup_muzzle_snds_g36_black_secondary;5;N/A;N/A;N/A;
G36 Silencer (Desert);CommonItem;cup_muzzle_snds_g36_desert_secondary;5;N/A;N/A;N/A;
L85 Silencer;CommonItem;cup_muzzle_snds_l85_secondary;5;N/A;N/A;N/A;
Surefire FlashHider;CommonItem;cup_acc_sffh_secondary;10;N/A;N/A;N/A;
BFA;CommonItem;cup_acc_bfa_secondary;10;N/A;N/A;N/A;
M110 Silencer;CommonItem;cup_muzzle_snds_m110_secondary;12;N/A;N/A;N/A;
Silencer (M14);CommonItem;cup_muzzle_snds_m14_secondary;12;N/A;N/A;N/A;
M16 / M4 Silencer (Camo);CommonItem;cup_muzzle_snds_m16_camo_secondary;5;N/A;N/A;N/A;
M16 / M4 Silencer (Black);CommonItem;cup_muzzle_snds_m16_secondary;5;N/A;N/A;N/A;
Mk12 SPR Silencer;CommonItem;cup_muzzle_snds_mk12_secondary;5;N/A;N/A;N/A;
Mk16 Silencer;CommonItem;cup_muzzle_snds_scar_l_secondary;5;N/A;N/A;N/A;
Mk16 Flash Hider;CommonItem;cup_muzzle_mfsup_scar_l_secondary;5;N/A;N/A;N/A;
Mk17 Silencer;CommonItem;cup_muzzle_snds_scar_h_secondary;5;N/A;N/A;N/A;
Mk17 Flash Hider;CommonItem;cup_muzzle_mfsup_scar_h_secondary;5;N/A;N/A;N/A;
XM8 Silencer;CommonItem;cup_muzzle_snds_xm8_secondary;5;N/A;N/A;N/A;
Harris 1A2-L Bipod (worn);CommonItem;cup_bipod_harris_1a2_l_secondary;10;N/A;N/A;N/A;
VLTOR Modpod Bipod (tan);CommonItem;cup_bipod_vltor_modpod_secondary;10;N/A;N/A;N/A;
Sound Supp PBS AKs;CommonItem;muzzle_mas_snds_ak_secondary;5;N/A;N/A;N/A;
Sound Supp PBS SVD;CommonItem;muzzle_mas_snds_svd_secondary;5;N/A;N/A;N/A;
Sound Supp ASVAL/VSS;CommonItem;muzzle_mas_snds_asval_secondary;5;N/A;N/A;N/A;
Sound Supp PBS KSVK;CommonItem;muzzle_mas_snds_ksvk_secondary;5;N/A;N/A;N/A;
Sound Supp NATO AR;CommonItem;muzzle_mas_snds_m_secondary;5;N/A;N/A;N/A;
Sound Supp NATO AR Camo;CommonItem;muzzle_mas_snds_mc_secondary;5;N/A;N/A;N/A;
Sound Supp SCAR-SR;CommonItem;muzzle_mas_snds_sm_secondary;5;N/A;N/A;N/A;
Sound Supp SCAR-SR Camo;CommonItem;muzzle_mas_snds_smc_secondary;5;N/A;N/A;N/A;
Sound Supp M24;CommonItem;muzzle_mas_snds_sh_secondary;5;N/A;N/A;N/A;
Sound Supp M24 Camo;CommonItem;muzzle_mas_snds_shc_secondary;5;N/A;N/A;N/A;
Sound Supp SMGs;CommonItem;muzzle_mas_snds_c_secondary;5;N/A;N/A;N/A;
Sound Supp MP5SD6;CommonItem;muzzle_mas_snds_mp5sd6_secondary;5;N/A;N/A;N/A;
Sound Supp M107;CommonItem;muzzle_mas_snds_sv_secondary;5;N/A;N/A;N/A;
Sound Supp M107 Camo;CommonItem;muzzle_mas_snds_svc_secondary;5;N/A;N/A;N/A;
Sound Supp MP7A1;CommonItem;muzzle_mas_snds_mp7_secondary;5;N/A;N/A;N/A;
GEMTECH One Suppressor (Black);CommonItem;sma_gemtech_one_blk_secondary;10;N/A;N/A;N/A;
GEMTECH One Suppressor (Desert);CommonItem;sma_gemtech_one_des_secondary;10;N/A;N/A;N/A;
GEMTECH One Suppressor (Woodland);CommonItem;sma_gemtech_one_wdl_secondary;10;N/A;N/A;N/A;
AAC 762-SDN-6 (Black);CommonItem;sma_aac_762_sdn6_secondary;8;N/A;N/A;N/A;
AAC 762-SDN-6 (Woodland);CommonItem;sma_aac_762_sdn6_w_secondary;8;N/A;N/A;N/A;
AAC 762-SDN-6 (Desert);CommonItem;sma_aac_762_sdn6_d_secondary;8;N/A;N/A;N/A;
AAC 762-SDN-6 (Tan);CommonItem;sma_aac_762_sdn6_t_secondary;8;N/A;N/A;N/A;
AAC 762-SDN-6 (Green);CommonItem;sma_aac_762_sdn6_g_secondary;8;N/A;N/A;N/A;
NOVESKE Flash Hider;CommonItem;sma_flashhider1_secondary;2;N/A;N/A;N/A;
NOVESKE Flash Hider Tan;CommonItem;sma_flashhider2_secondary;2;N/A;N/A;N/A;
ROTEX III Compact blk;CommonItem;sma_rotex_blk_secondary;5;N/A;N/A;N/A;
ROTEX III Compact tan;CommonItem;sma_rotex_tan_secondary;5;N/A;N/A;N/A;
ROTEX III Compact gry;CommonItem;sma_rotex_gry_secondary;5;N/A;N/A;N/A;
SMA Phantom Gen1 Black;CommonItem;sma_silencer_556_secondary;4;N/A;N/A;N/A;
SMA Phantom Gen1 Bronze;CommonItem;sma_silencer_556_bronze_secondary;4;N/A;N/A;N/A;
SMA Phantom Gen1 Silver;CommonItem;sma_silencer_556_silver_secondary;4;N/A;N/A;N/A;
QDSS-NT4 Suppressor;CommonItem;sma_supp1b_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 Suppressor (tan);CommonItem;sma_supp1tan_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO Suppressor;CommonItem;sma_supp2b_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO Suppressor (tan);CommonItem;sma_supp2btan_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO 7.62mm Suppressor;CommonItem;sma_supp_762_secondary;4;N/A;N/A;N/A;
GEMTECH HALO 7.62mm Suppressor (tan);CommonItem;sma_supptan_762_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Black;CommonItem;sma_supp1bb_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Black-OD;CommonItem;sma_supp1bod_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Black-Tan;CommonItem;sma_supp1bt_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Black-grey;CommonItem;sma_supp1bwht_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Tan-Blk;CommonItem;sma_supp1tb_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Tan-OD;CommonItem;sma_supp1tod_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Tan;CommonItem;sma_supp1tt_556_secondary;4;N/A;N/A;N/A;
QDSS-NT4 heat wrap Tan-Grey;CommonItem;sma_supp1tw_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Black-OD;CommonItem;sma_supp2bod_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Black-Tan;CommonItem;sma_supp2bt_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Black-Grey;CommonItem;sma_supp2bw_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Tan;CommonItem;sma_supp2t_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Tan-Blk;CommonItem;sma_supp2tb_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Tan-OD;CommonItem;sma_supp2tod_556_secondary;4;N/A;N/A;N/A;
GEMTECH HALO HW Tan-Grey;CommonItem;sma_supp2twh_556_secondary;4;N/A;N/A;N/A;
SMA SOCOM II Blk;CommonItem;sma_supp2smab_556_secondary;4;N/A;N/A;N/A;
SMA SOCOM II Tan;CommonItem;sma_supp2smat_556_secondary;4;N/A;N/A;N/A;
SMA Grippod;CommonItem;sma_gripod_01_secondary;10;N/A;N/A;N/A;
Suppressor [M14/M21/M40];CommonItem;uns_s_m14_secondary;12;N/A;N/A;N/A;
Suppressor [M16];CommonItem;uns_s_m16_secondary;6;N/A;N/A;N/A;
